compound,neutral_mass,mz,charge,rt,pos_12,pos_16,pos_20,pos_24,pos_28,pos_32,pos_36,pos_40,pos_44,pos_48,pos_13,pos_17,pos_21,pos_25,pos_29,pos_33,pos_37,pos_41,pos_45,pos_49,pos_14,pos_18,pos_22,pos_26,pos_30,pos_34,pos_38,pos_42,pos_46,pos_50,pos_15,pos_19,pos_23,pos_27,pos_31,pos_35,pos_39,pos_43,pos_47,pos_51
24.95_354.0960,NA,354.0960409,1,24.94533333,1092.178995,1287.262491,1184.47122,1710.441748,965.7746392,1404.159235,1150.737145,779.8591238,884.7807458,1345.635351,692.5237511,778.9395351,663.8516169,849.6703383,519.388215,580.2597567,651.0856896,428.9774822,711.4181331,654.5036746,721.6152704,731.8479038,798.2896719,678.7998458,693.2751359,721.6532249,581.2216606,582.009027,591.7257423,775.3181526,466.6727826,558.6218607,584.2497575,762.5651901,481.3686941,596.0399952,560.2828804,343.5279927,557.7303281,484.1795906
25.12_412.2709,NA,412.2708913,2,25.11768333,1.392879185,0,6.397299439,0,0,1.446411703,0,0,0,0,222.4136558,196.0703651,249.6228626,247.4583979,211.9701786,187.2800642,185.9889542,266.9844997,207.3306571,279.6798245,301.466135,199.4347077,242.9571045,308.5232219,207.3521329,212.7506481,187.6931541,209.551886,323.862235,171.1631561,478.4382266,435.2003025,504.2695653,301.3968868,390.2565145,488.0894004,357.0388199,481.1789384,596.6733929,408.2720617
25.06_463.2996,NA,463.2996422,1,25.06203333,1029.512837,1329.745332,1273.148597,1629.10226,1085.546342,1394.115229,1189.575672,1051.871988,1085.174026,1335.880701,767.873943,788.6376476,925.7521867,899.8578891,786.4930469,961.2080796,972.3809775,894.9226535,862.125401,858.1161885,800.5577861,775.9581916,982.0371069,1016.808578,748.3528192,847.9842216,773.3186505,729.7224081,893.1300175,741.5819834,781.6687441,817.03908,726.7353375,883.9420175,634.195562,844.3830038,790.5711286,723.9491904,777.0002717,835.2488682
22.02_367.2081,NA,367.2080796,1,22.01701667,290.0354289,306.7580965,349.5467284,565.1017894,230.7910503,348.9999207,328.1523662,189.4917057,231.3041384,381.4525885,835.0323737,952.2338194,1171.221323,1160.223903,739.7879751,867.1950146,937.3092005,793.0353477,909.6095144,1033.501894,1006.649003,982.9496531,1248.634102,1353.249671,844.4346628,981.3345259,1019.360662,845.2347031,1145.769096,1118.55298,1587.676056,1715.384756,1955.355895,2015.485787,1400.36194,1681.286293,1536.005983,1673.266792,1613.876036,1559.12796
24.47_817.4442,NA,817.4442485,1,24.47205,0,0,0,0,0,0,0,0,13.15572469,0,424.8658702,433.0148868,33.61575094,351.0209595,484.240474,492.6374002,467.5955204,462.7201379,338.6298709,90.89990147,354.9317378,444.5890455,50.99659368,551.6887904,411.2967202,469.1966417,367.2114654,417.2150235,312.1743044,37.31609122,743.9416765,728.9852238,539.9017719,945.6776861,527.5989779,668.5402012,611.1843809,713.1786154,504.8139725,310.436009
24.43_387.1781,NA,387.1781461,1,24.43456667,2319.034294,2617.401568,2681.240182,3363.779783,2146.053923,2667.832787,2447.965849,1844.840454,1946.307971,2580.843162,1329.462794,1456.416703,1901.069239,1711.686019,1108.309013,1345.50535,1381.415442,1117.905667,1569.626011,1773.376832,1336.448949,1418.694372,2011.828074,1551.464645,1320.049672,1456.270164,1348.575951,1366.514626,1561.257753,1834.935872,1045.603542,1198.83153,1259.604235,1434.957951,1027.032381,1084.250708,1089.203987,989.5279002,1325.221102,1257.501263
24.66_277.1781,NA,277.1781297,1,24.65521667,395.0579881,555.4641665,557.7282728,568.2423946,417.6970133,533.7051248,426.2458927,381.3940293,359.4897408,529.7694452,246.2403864,278.7601889,393.9098243,245.429376,252.053872,196.0657728,275.9376724,189.598475,259.3637442,322.5068661,213.5110307,244.8829233,298.3778481,237.5799339,264.1216759,193.0066644,262.9102515,256.3285424,252.6657442,368.3982749,179.6617358,206.0450965,188.5941656,229.683725,157.0100323,175.78155,187.3490154,126.6969185,175.5958051,257.6329276
24.56_657.3982,NA,657.398181,2,24.56321667,0,0,0,0,0,0,0,0,0,0,2031.191764,2351.615388,337.2667672,2929.976158,1890.342058,2022.387246,1921.557446,1714.849257,2096.972516,353.5184729,2199.973533,2351.938384,273.870419,2753.232399,1990.066352,2075.3468,2138.662165,1834.208246,2031.072662,433.1414514,1700.347403,2071.103844,2232.280202,2467.3823,1819.992478,1717.123789,1897.720732,1434.549218,2306.436224,1606.265469
24.58_668.3893,NA,668.3892676,2,24.58138333,0,0,0,0,0,0,0,0,0,0,1122.254134,1164.116981,108.1890867,1652.44932,726.8030289,1005.707746,917.38488829999994,762.261771,1073.684688,222.455341,1027.777548,1087.447058,239.3811366,1344.819648,1027.359395,1001.948257,1075.640794,792.6903081,991.2197874,249.9484981,693.8744396,674.3453937,1037.609606,1051.560777,728.1761665,660.4163892,815.9169008,553.7738068,1193.360866,898.1554525
24.95_305.2077,NA,305.2077077,1,24.94533333,719.8160234,987.0198656,905.9173548,1062.802969,773.7068041,926.2633967,828.2148298,708.8319627,606.77999380000006,943.6755183,364.937602,381.9015566,485.8335876,322.2324402,365.6112753,420.9800162,440.755198,379.3317449,342.8656251,402.2350215,365.0217346,472.4109984,437.4857795,448.6756125,323.7954212,303.7977978,266.8893312,397.2731035,471.362777,317.9655682,332.9609033,350.5860597,235.1493044,410.6176775,247.8702969,317.1418058,374.394194,301.1777893,294.4389779,339.0370655
24.32_529.0897,NA,529.089743,1,24.32306667,778.634585,954.0400295,970.5496545,1122.593619,679.5029121,938.0147636,738.9196033,639.1090269,714.1808197,864.0427175,385.2602137,445.447495,489.2277492,532.1468016,338.8642255,432.4917122,345.1583806,322.4189022,446.4576569,384.3288827,401.2444138,300.3991261,590.029477,474.6441382,383.5748058,438.4289518,396.7074077,351.2005523,557.0961691,419.8223908,343.7980929,331.4534822,276.1660087,366.218953,233.6374193,346.6972981,361.2542067,269.9033518,425.4741789,297.6150367
25.19_555.3515,555.3514866,556.3597685,1,25.19168333,0.385233984,0,0,0,0,0,0,0,0,0,613.3841578,752.4008777,132.8938754,299.2770576,508.5327071,1060.968457,556.1264099,670.219892,243.2905461,14.37509088,739.9920077,659.1259964,82.11021589,227.8535462,264.0481176,953.1660625,602.6978618,723.4439788,199.2848757,34.99753865,681.7040263,1439.821591,701.6945985,305.4573335,651.1605523,1227.415797,640.9557717,1582.446714,544.7814991,374.0469997
24.12_291.0493,NA,291.04934,1,24.11923333,523.2377689,492.2379242,462.6878547,606.3557191,381.1465693,516.0157395,435.7571201,321.9675373,417.5234561,456.2235844,328.9465381,320.7640612,297.5693473,429.7427744,291.397866,285.4201825,238.7250231,180.831312,293.4779109,278.2612419,352.7234727,250.838565,305.1574154,410.737018,301.7576866,284.6187063,252.217843,263.0814392,262.1431103,301.1949637,341.9900066,243.5335731,224.9945178,337.1294518,205.1050583,267.611429,253.8986316,201.2652955,300.6394299,226.0085811
4.57_398.0309,NA,398.0309488,1,4.574916667,0,0,0,0.379729477,0,0,3.070553854,0,0,1.890993896,15.38996849,12.78314159,14.13502288,20.50205367,11.58987646,11.74520749,20.36378815,14.85164567,7.066678482,16.96230732,20.74330716,19.61761355,1.140206356,30.24975278,20.02047086,11.58113747,18.42815539,13.50267507,8.008229013,27.17858327,35.99577658,68.77309108,84.72616811,85.99914445,67.20144896,38.23757401,57.23365803,55.67270788,36.54194657,69.68941176
24.45_745.5170,NA,745.5170167,1,24.45338333,0,0,0,0,0,0,0,0,0,0,1347.961824,1330.47561,86.84457106,981.3302337,951.4394078,731.6193895,1016.193423,1155.096744,799.8826481,259.9482704,1184.681444,1402.101311,80.11825603,1015.356392,848.357456,580.5989395,852.2228079,1070.481884,1068.780696,184.3023987,3381.194165,2990.029942,2421.885021,1996.003695,1652.949774,2067.13382,1734.236389,2485.097753,2935.297274,1469.778901
20.49_653.2826,NA,653.2825845,1,20.4891,999.1711931,497.0511154,495.9353242,2388.753718,699.0411026,902.6451157,882.5846362,493.2659613,789.4847521,338.5964481,623.488397,238.232405,299.3251317,1223.654996,389.4391509,322.5351131,514.2651016,268.3739153,759.8442722,192.6259892,716.0606785,230.8721874,262.9661158,1521.941716,281.3166568,367.4497443,465.5871439,321.1629864,687.44109,165.5313882,406.9891844,214.7748263,229.5416627,1291.858263,246.8108431,267.1651221,311.9855716,195.0416367,495.4137595,132.3641741
24.49_245.1139,NA,245.1138824,1,24.49038333,804.2561276,1231.643236,1197.497983,1488.037313,977.8364737,1139.792532,1026.608812,803.3341249,895.4305135,1148.60804,415.1033484,426.8038156,757.1377086,430.1386589,445.9165327,451.7836362,440.8600911,476.5243642,558.10673,739.2362164,375.4004868,486.3695122,788.0391686,397.3309556,450.6662962,417.4487047,419.335785,400.6334613,545.3124836,594.2585335,263.2144365,342.8498539,345.779155,325.7376163,234.5880731,290.7075913,289.627954,323.0191585,435.9009384,455.8608617
24.95_338.0723,NA,338.0723341,1,24.94533333,745.4325434,778.2871456,688.2988289,920.1214348,563.8658551,802.6459693,653.749855,487.1182329,435.0327634,788.8676434,253.7047552,313.3236443,294.403021,368.4540147,174.1792684,298.4758258,218.7420912,154.780037,212.7420228,242.5225694,242.4486617,271.5830365,290.4543183,303.7817346,259.009865,302.4716176,217.2816576,186.8709198,247.9339028,284.4169972,207.4600671,199.6103285,151.3484225,267.80832,132.4074719,186.4390421,134.3981918,60.07294326,200.922549,169.1085441
24.49_248.1977,NA,248.1977462,1,24.49038333,280.6444756,548.3517763,466.7298521,594.2251544,488.2605315,464.8374142,392.0988804,362.0410859,434.1329137,445.935334,69.23588906,41.69346444,423.3487953,102.8805567,114.3135951,160.5545528,132.0778591,127.7873097,176.4146976,363.7821704,70.26676414,96.86887393,423.6789738,58.3222984,122.6038992,61.97396963,93.81319813,104.4588607,205.1567601,235.85035,5.953345969,14.60459622,37.66335627,19.70658085,20.42273218,23.17752029,22.0828693,35.98938027,103.7046391,96.44057608
24.67_381.2233,NA,381.2232811,1,24.67371667,366.1354354,466.9244919,451.4470795,615.0939722,440.1102399,486.3776552,456.4444783,462.0786968,343.3895456,503.514558,202.9440046,238.1935791,333.8920066,188.4725505,160.6189546,222.7140557,259.3016664,260.679642,220.5269495,315.4734076,244.0422587,200.472959,355.4146684,252.4380645,179.1795021,189.9899158,196.2019411,261.9327378,244.8913744,220.8283944,153.0690212,133.5365518,188.4295433,207.0617217,175.5033299,198.1546932,154.0897974,232.368612,213.1254551,254.0014278
24.53_871.4955,NA,871.4954651,1,24.52688333,0,0,0,0,20.27263722,0,0,0,0,0,2882.723429,2720.874133,65.84877981,4058.96265,2216.272016,1697.180845,2063.065773,1987.691899,1671.631297,110.540037,3642.272083,2177.352324,54.49460604,2930.741402,2380.900827,2565.998525,1874.819476,2398.657439,1195.912868,173.9247317,3358.932365,3469.853427,3391.993427,5544.661639,3823.685988,3979.800626,3390.317729,3635.082828,2346.645127,1823.460175
24.53_907.5457,NA,907.5456866,1,24.52688333,0,0,0,0,0,0,0,0,0,0,4182.679531,4111.074337,277.7406517,5241.349595,3369.493432,3379.68482,3136.097276,3052.443186,2868.189767,401.2101925,4685.636098,3739.43601,287.3623902,4839.305009,3445.232114,3860.406468,3201.596433,3872.562611,2142.596269,463.15524,5138.077877,5536.931733,5268.401112,6996.650753,5244.801781,5182.546076,5185.521524,4525.186695,4608.156447,2623.302813
24.49_799.3614,NA,799.3614135,1,24.49038333,0,0,0,0,0,0,0,0,22.89706303,0,224.5411013,318.44437370000003,61.43313332,268.070256,231.3983472,288.7888679,290.1463721,252.3148874,319.9287897,45.96329366,218.2813694,283.2620818,72.84619577,275.2004081,250.7717217,275.7276468,282.9612087,245.1364091,310.9916259,53.56480046,139.8405939,257.8836908,211.6369927,222.7075311,163.4243299,190.1020906,128.5024458,207.1572329,280.9113986,193.4514813
24.12_277.0336,NA,277.0335504,1,24.11923333,362.3965317,379.7388795,357.3968582,445.8151395,277.3038192,381.4020605,292.2207913,233.0137498,284.8051313,331.338999,233.9031887,203.8888873,196.509289,234.9902355,175.8649204,151.3916128,167.713087,139.3241522,220.4195331,177.6524997,238.4161092,193.8203446,205.5103194,242.0863477,208.9370371,196.9031514,155.4062445,160.6099218,200.6726385,206.3618014,211.8018627,156.734663,150.7083221,251.1436384,151.7767412,189.5734583,167.8627062,143.8024808,191.5712813,118.2585891
24.47_301.1760,NA,301.176016,1,24.47205,943.5439388,1360.014358,1278.062883,1534.808117,1042.992588,1305.586889,1060.812355,913.6920542,913.4353133,1202.844517,240.50654,270.0240306,755.3024214,277.1848532,249.2027888,309.1402019,311.9527718,263.3062523,410.8073925,656.8481285,304.6502353,343.8764877,742.779637,291.6602679,256.4305664,285.9522141,354.1375169,245.0537252,451.8582467,664.0224975,179.0352399,166.2853974,162.0615246,195.0821363,146.0736715,160.0939505,139.7307519,183.8506238,297.5411578,339.8544335
20.34_227.0579,NA,227.0578687,1,20.33643333,0,0,0,3.720035811,2.525475832,0.057024016,0.009590545,0,0,0,5.995100152,14.16600556,39.2235342,54.26337897,13.77485033,11.09924927,9.122174879,24.87038671,26.77318567,11.00270923,26.24914189,15.7261797,17.78825586,24.34524058,7.618276259,11.20372936,19.68719832,8.048291588,21.01486635,4.573199745,44.74368019,47.81080612,52.01307911,59.47432428,12.2570674,25.61012622,41.10873087,39.20992981,34.28153282,20.64312127
24.87_537.3006,NA,537.3006116,1,24.86553333,874.0494198,1047.699086,1064.053095,1537.760741,826.2783558,1078.464159,1003.769395,752.9532974,653.4579351,1080.892097,521.8682597,471.7493814,679.9149385,734.2816919,422.4005976,547.6509096,504.3310093,446.5191459,432.7843244,605.2429077,470.1348231,490.0233774,749.6066851,728.5500103,464.7051126,515.34622,563.1117866,433.2113908,559.2224437,512.0912258,464.2455782,496.8224258,457.9357687,573.7240505,412.3633973,455.0638249,474.0425866,435.3429095,504.8895745,431.356535
24.47_785.3462,NA,785.346163,1,24.47205,0,0,0,0,0,0,0,0,18.50886611,0,88.7779556,121.7204188,48.40958263,52.62905775,77.19130401,168.583356,162.961272,60.02276466,118.4815764,14.66982008,103.1821878,56.92030821,37.29770105,171.3703841,59.86864877,75.55432442,108.9961583,69.9503836,126.229003,44.0508221,52.64163249,105.7270252,64.27326009,45.99818984,40.18955128,81.2488072,87.97067031,60.54315646,105.7911274,22.84859465
23.85_335.1817,NA,335.1816772,1,23.85291667,903.1897329,1069.963858,1090.913057,1246.374392,871.7249868,1027.167521,906.6043346,711.1960978,791.491058,942.5047053,664.0368644,704.2168827,720.6213671,654.7951741,634.0597642,613.5780093,634.3910464,500.5798578,633.7131148,585.7292975,615.9199239,576.1224086,623.6475741,724.3785301,611.6248633,518.3122592,506.8939488,580.0137705,631.0827073,576.5501232,617.2721481,535.3531995,607.0666267,601.1364096,534.6423531,577.2251616,501.2149217,477.4004478,607.1456534,631.1804996
24.25_581.1973,NA,581.1972639,3,24.24906667,0,0,0,0,0,0,0,0,13.15206645,0,159.7747499,153.9422676,117.7587581,217.4475514,134.6766347,184.1891754,63.11321807,58.74980351,101.2804651,93.05100777,91.06865221,232.2164202,134.4549001,171.3615929,139.6862186,182.6404563,128.7283182,115.9220665,104.2032152,127.232737,118.2322533,83.62950896,161.0263321,162.8900283,126.2810166,111.9040595,232.5719065,130.5705411,112.6496356,115.6412872
23.76_431.2745,NA,431.2744608,1,23.76043333,14.7766412,1168.032963,767.030625,88.76574863,175.3041196,131.9860516,521.3848677,1028.839063,1294.720341,270.6234222,724.5975492,77088.88924,15267.57861,4091.851906,20602.33452,66415.40735,66534.97118,58771.93336,9270.223652,16131.38868,523.1041123,73077.90661,14975.49626,5836.767599,18600.75595,67617.84774,63218.88518,57328.65436,7669.076401,17689.6336,867.2549763,122719.751,117745.3344,6716.32126,34712.23485,32361.44386,31517.87898,104154.0955,7729.646759,61622.56852
24.43_404.2046,NA,404.2045654,1,24.43456667,573.5033749,668.3922301,666.7104393,915.1337569,550.2795678,701.1527685,705.8964323,499.9726396,501.2018724,731.8706329,373.8905575,414.0974541,489.4388034,372.3041876,256.2506869,315.1087867,420.3876597,345.489197,432.514298,454.5026225,333.9186511,411.0697523,598.7833747,482.6457925,390.2799849,376.1461642,463.7649637,371.0090807,407.6029144,487.4509924,221.0354706,292.0268248,302.5308678,355.9291314,252.3841894,335.7375898,298.3259074,320.5436835,381.7878151,306.5947584
22.93_349.1978,NA,349.1977803,1,22.9298,274.360494,362.2917316,370.1268205,572.0029998,261.5643559,378.1341858,289.467842,288.0535006,249.8598869,413.3690298,714.2945143,686.6846405,781.6241609,929.0757115,610.3986076,685.2589718,759.5144516,747.292867,669.6178998,696.2465607,737.5520473,775.7170882,914.7778373,966.3905586,632.9773276,806.4789574,738.0532667,729.4271626,791.4627128,754.7597589,1351.83931,1178.828993,1310.672347,1578.731698,1051.30901,1204.326039,1172.856005,1249.319344,1239.275215,1158.746242
24.34_515.0741,NA,515.0741354,1,24.34156667,905.1552942,1149.426025,1162.737278,1262.120498,722.1687576,1056.468776,836.6192873,753.4485714,778.9375695,1088.864244,479.2761552,576.8035463,726.2464786,467.9830553,486.6994333,488.328537,458.5500833,467.6182477,560.1136009,464.4812133,489.9567571,526.2779954,638.7441704,493.0391864,547.8945308,509.0816885,427.7014894,429.787051,619.2502659,487.5337842,412.21412,415.1805343,361.9575933,476.1862719,372.8787574,395.335094,353.0981246,346.7838297,491.4715716,441.3176945
25.10_633.4056,NA,633.4055828,2,25.09901667,1.336056648,10.69418555,3.100760005,0.982143584,1.705038054,6.172797222,5.937374676,1.290402538,1.523282557,0.322644091,770.8950688,644.9678283,686.6053556,534.5532721,616.5347377,540.3419532,438.4643839,567.7147088,616.6503238,490.2938084,877.9675548,765.7011214,551.6720937,639.7183426,547.0084598,609.6698,529.0501477,666.4852058,847.629263,439.1798191,1536.762471,1294.925652,1366.880601,874.0953401,976.8088867,1252.784446,1131.449692,1084.984026,1535.451586,961.8373025
25.15_323.2185,NA,323.2184927,1,25.15468333,513.9973827,706.4062325,660.4973877,848.7742867,604.3523575,722.3968805,613.1655826,599.0314568,578.7498602,752.2634906,342.7041177,444.0147378,501.82573,410.1701093,408.3800513,459.4345439,529.0660436,365.2126481,445.7000969,503.9496081,400.5235478,444.7322608,551.8039983,522.5324236,458.0748079,458.3627468,388.2076065,384.106655,393.4362266,479.3653854,303.8580991,381.9445719,330.0206864,506.6553464,361.9024338,332.2303401,367.5555568,326.1711957,356.9593754,398.8889224
24.55_304.2237,NA,304.2236789,1,24.54505,486.6144928,813.4432137,678.0132131,840.0108956,551.8237501,700.6122935,555.3668007,483.3813335,558.8048946,636.0751492,237.351341,325.3679088,494.2524807,257.5993588,263.7143225,311.3822143,342.3768429,235.0870019,341.4859628,437.4106697,221.2803075,350.8859043,559.1364523,346.0496664,329.1474908,264.9990987,382.27981,254.3750822,428.8010526,396.4848842,175.4254705,302.4317092,266.3641922,264.4359259,174.4759339,193.0664156,177.5640272,217.6958018,305.6014162,288.9415041
24.49_646.4074,NA,646.4074049,2,24.49038333,0,0.014183949,0,0,0,0,0,0,0,0,2328.676222,2220.543007,170.8065292,2693.030371,2072.920583,2136.758449,1960.520278,1858.955172,2025.942006,234.0656247,2117.331083,2231.764887,223.9626033,2751.1158139999998,1884.161411,2025.310788,2005.176508,1879.842913,1940.278938,278.0916975,2096.515082,2131.610314,2143.458163,2643.964403,2027.870244,1982.929798,2312.267596,1895.37556,2246.625656,1504.051897
24.55_448.2776,448.2775994,431.2743111,1,24.54505,3723.432567,12303.5296,7326.282193,6040.27725,3636.194316,4829.135007,5160.600982,10113.20779,31387.49804,4994.636983,222753.906,226003.005,77726.61615,276230.514,205876.5341,201905.2444,208493.1991,207192.522,211539.7142,84520.6767,236733.7327,226388.5802,80366.42678,262551.5972,204777.7642,212779.388,205696.1953,202140.3755,189138.7068,81527.69418,248177.7968,255571.1305,280352.0058,307943.7303,242269.6404,262480.5383,245853.0671,268729.7691,237055.9109,199165.9528
